SHOPP ID,Caltrans District,County,Route,Begin Mile,End Mile,Primary Work,Planning or Post-Planning? ,Advertised Year,Project Cost ($K),SB-1 Priority,EFIS ID,EA,MPO/RTPA,Tool Section,Long- Lead?,Nickname,District Portal Link,Project Link,Organization,Street Address,Mailing Address,Phone,Email,Performance Value,Performance output,All perfromance data consistent with CTIPS?,Check  AM tool vs programming,Check AM tool vs programming units,AM tool data,AM tool unit,Project Description,County abbreviation,Latitude to use,Longitude to use,CA State Assembly District,CA State Senate District,U.S. Congressional District,Project Status,Project Location,Primary Scope
21700,2,Shasta,299,57.5,58.7,Safety Improvements,Planning,2023/24,8330.0, ,219000152.0,0J710,Shasta (SRTA),TYP,No,,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,230.0,Collision(s) reduced,Ok,Ok,Ok,230.0,Collision(s) reduced,The scope of this planned project is under development in Shasta County on Route 299 with primary work on Safety Improvements.  ,SHA,40.84582108,-121.91238940000001,18,1,1,Conceptual,Shasta 299 - 57.5 / 58.7,230 Collision(s) reduced
20051,2,Shasta,299,60,67.8,Pavement,Planning,2026/27,16050.0,Yes,,,Shasta (SRTA),TYP,No,,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,15.937999999999999,Lane mile(s),Ok,Ok,Ok,15.937999999999999,Lane mile(s),The scope of this planned project is under development in Shasta County on Route 299 with primary work on Pavement.  Project will address 15.9 lane miles of pavement.,SHA,40.86566955,-121.90817390000001,18,1,1,Conceptual,Shasta 299 - 60 / 67.8,15.938 Lane mile(s)
16679,2,Shasta,299,67.8,77.8,Pavement,Post-Planning,2021/22,17781.0,Yes,216000036.0,1H570,Shasta (SRTA),PRG,No,Burney CAPM,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,21.3,Lane mile(s),Check,Check,Ok,21.14,Lane mile(s),"Near Burney, from 2.6 miles east of Carberry Flat Road to 0.3 mile east of Burney Mountain Power Road.  Rehabilitate pavement, upgrade guardrail, and make curbs Americans with Disabilities Act (ADA) compliant.",SHA,40.85229932,-121.77122820000001,18,1,1,In Design,Shasta 299 - 67.8 / 77.8,21.3 Lane mile(s)
21976,2,Shasta,299,74.7,76.8,Drainage,Planning,2028/29,6700.0,Yes,220000063.0,1J370,Shasta (SRTA),TYP,No,Burney Culverts,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,27.0,Culvert(s) (ea),Ok,Ok,Ok,27.0,Culvert(s) (ea),The scope of this planned project is under development in Shasta County on Route 299 with primary work on Drainage.  Project will address 27 drainage system(s).,SHA,40.88139408,-121.6721155,18,1,1,Conceptual,Shasta 299 - 74.7 / 76.8,27 Culvert(s) (ea)
22087,2,Shasta,299,88.5,89.5,Major Damage - Protective Betterments,Planning,2024/25,11670.0, ,220000055.0,1J290,Shasta (SRTA),TYP,No,Pit One Grade Rockfall Mitigation,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,1.0,Location(s),Ok,Ok,Ok,1.0,Location(s),The scope of this planned project is under development in Shasta County on Route 299 with primary work on Major Damage - Protective Betterments.  ,SHA,40.99374011,-121.49270600000001,18,1,1,In Planning,Shasta 299 - 88.5 / 89.5,1 Location(s)
21675,2,Shasta,299,R1.02,R1.63,Major Damage - Permanent Restoration,Planning,2021/22,11557.0, ,219000149.0,0J680,Shasta (SRTA),TYP,No,CARR Fire Permanent Restoration,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,1.0,Location(s),Ok,Ok,Ok,1.0,Location(s),The scope of this planned project is under development in Shasta County on Route 299 with primary work on Major Damage - Permanent Restoration.  Project will address 23 drainage system(s).,SHA,40.65067402,-122.70688700000001,18,1,1,Conceptual,Shasta 299 - R1.02 / R1.63,1 Location(s)
22078,2,Siskiyou,3,16,38.2,Sustainability,Planning,2026/27,7300.0, ,,,Siskiyou CLTC,TYP,No,,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,109.0,Acre(s) treated/pollutant,Ok,Ok,Ok,109.0,Acre(s) treated/pollutant,The scope of this planned project is under development in Siskiyou County on Route 3 with primary work on Sustainability.  ,SIS,41.40416732,-122.84677250000001,18,1,1,Conceptual,Siskiyou 3 - 16 / 38.2,109 Acre(s) treated/pollutant
16609,2,Siskiyou,3,38,38.6,Bridge,Post-Planning,2020/21,10887.0,Yes,214000013.0,4G440,Siskiyou CLTC,PPC,No,Lower Moffett Creek Scour,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,1.0,Bridge(s),Ok,Ok,Ok,1.0,Bridge(s),"North of Fort Jones, from 0.3 mile south to 0.3 mile north of West Moffett Creek Road at Moffett Creek Bridge No. 02-0042.  Bridge replacement.",SIS,41.62990979,-122.756125,18,1,1,In Design,Siskiyou 3 - 38 / 38.6,1 Bridge(s)
22010,2,Siskiyou,3,38.39,R46.79,Drainage,Planning,2026/27,15900.0,Yes,220000056.0,1J300,Siskiyou CLTC,TYP,No,,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,35.0,Culvert(s) (ea),Ok,Ok,Ok,35.0,Culvert(s) (ea),The scope of this planned project is under development in Siskiyou County on Route 3 with primary work on Drainage.  Project will address 35 drainage system(s).,SIS,41.63439779,-122.7515275,18,1,1,Conceptual,Siskiyou 3 - 38.39 / R46.79,35 Culvert(s) (ea)
16809,2,Siskiyou,3,L47.400,,Facilities,Post-Planning,2023/24,8508.0, ,217000013.0,1h710,Siskiyou CLTC,PRG,No,Yreka Maintenance Station Shop,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,1.0,Location(s),Check,Check,Check,6300.0,Square Feet,"In Yreka, at the Yreka Maintenance Station.  Construct new mechanic shop.",SIS,41.70565211,-122.6439152,18,1,1,In Design,Siskiyou 3 - L47.400 / ,1 Location(s)
15879,2,Siskiyou,3,R46.800,R48.000,Pavement,Post-Planning,2021/22,73992.0,Yes,217000009.0,1h520,Siskiyou CLTC,PPC,No,Yreka Rehab,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,11.1,Lane mile(s),Ok,Ok,Ok,11.187999999999999,Lane mile(s),"In Yreka, from 0.4 mile north of Laura Lane to Juniper Drive; also on Route 263, from Route 3 to 1.0 mile south of Long Gulch Road (PM 49.07/49.41).  Reconstruct pavement structural section, replace sidewalk, driveways, curb ramps and pedestrian signals to meet current Americans with Disabilities Act (ADA) standards, designate bikeways with new signage and pavement delineation.  This is a Construction Manager/General Contractor (CMGC) project.
(G13 Contingency)",SIS,41.69738666,-122.64864820000001,18,1,1,In Design,Siskiyou 3 - R46.800 / R48.000,11.1 Lane mile(s)
19974,2,Siskiyou,3,R48.00,54.187,Pavement,Planning,2025/26,11020.0,Yes,219000134.0,0J540,Siskiyou CLTC,TYP,No,Montague CAPM,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,6.3260000000000005,Lane mile(s),Ok,Ok,Ok,6.3260000000000005,Lane mile(s),"The scope of this planned project is under development in Siskiyou County on Route 3 with primary work on Pavement.  Project will address 6.3 lane miles of pavement, and 15 drainage system(s).",SIS,41.73913764,-122.616307,18,1,1,In Planning,Siskiyou 3 - R48.00 / 54.187,6.326 Lane mile(s)
13255,2,Siskiyou,5,0,R69.200,Safety - Collision Reduction,Post-Planning,2021/22,7085.0, ,213000002.0,4F520,Siskiyou CLTC,PRG,No,Siskiyou 5 CRZ,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,5.0,Collision(s) reduced,Check,Check,Ok,35.0,Collision(s) reduced,"In and near various cities, at various locations from Shasta County line to Oregon State line (PM R69.293).  Enhance traffic safety by improving the roadside clear recovery zone.",SIS,41.1839819,-122.289166,18,1,1,In Design,Siskiyou 5 - 0 / R69.200,5 Collision(s) reduced
14182,2,Siskiyou,5,2.5,3,Bridge,Post-Planning,2021/22,22649.0,Yes,216000019.0,1H480,Siskiyou CLTC,PRG,No,Sac River BOH Deck Replacement,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,1.0,Bridge(s),Ok,Ok,Ok,1.0,Bridge(s),"In Dunsmuir, from Central Dunsmuir Undercrossing to 0.1 mile north of Siskiyou Avenue at Sacramento River Bridge and Overhead No. 02-0002.  Replace southbound bridge deck.  This is a Construction Manager/General Contractor (CMGC) project.
(G13 Contingency)",SIS,41.21751043,-122.274523,18,1,1,In Design,Siskiyou 5 - 2.5 / 3,1 Bridge(s)
16682,2,Siskiyou,5,2.7,R15.900,Pavement,Post-Planning,2021/22,135825.0,Yes,217000097.0,3H320,Siskiyou CLTC,PRG,No,Dunsmuir GAP,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,25.3,Lane mile(s),Check,Check,Ok,35.191,Lane mile(s),"In and near Dunsmuir and Mt. Shasta, from Sacramento River Bridge Overhead to Black Butte Overhead.  Roadway rehabilitation.  This is a Construction Manager/General Contractor (CMGC) project.
(G13 Contingency)",SIS,41.22037183,-122.27504990000001,18,1,1,In Design,Siskiyou 5 - 2.7 / R15.900,25.3 Lane mile(s)
19216,2,Siskiyou,5,R25.200,R38.600,Pavement,Post-Planning,2022/23,28035.0,Yes,218000004.0,3H650,Siskiyou CLTC,PRG,No,Grenada Pavement,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,53.0,Lane mile(s),Ok,Ok,Ok,53.052,Lane mile(s),"Near Weed, from North Edgewood Overhead to north of Grenada Overcrossing.  Rehabilitate pavement, replace signs, add lighting, upgrade guardrail and Transportation Management System (TMS) elements, and rehabilitate drainage systems.",SIS,41.47091561,-122.4511268,18,1,1,In Design,Siskiyou 5 - R25.200 / R38.600,53 Lane mile(s)
17215,2,Siskiyou,5,R25.400,R25.900,Roadside,Post-Planning,2020/21,3414.0, ,216000114.0,2H130,Siskiyou CLTC,PRG,No,Weed SRRA,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,2.0,Location(s),Check,Ok,Check,2.0,Location(s)   ,"Near Weed, from 0.2 mile south to 0.3 mile north of Weed Airport Safety Roadside Rest Area (SRRA).  Upgrade wastewater and water systems.",SIS,41.47342939,-122.45282639999999,18,1,1,In Design,Siskiyou 5 - R25.400 / R25.900,2 Location(s)
22159,2,Siskiyou,5,R58.2,R61.009,Pavement,Planning,2026/27,7100.0,Yes,,,Siskiyou CLTC,TYP,No,,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,10.63,Lane mile(s),Ok,Ok,Ok,10.63,Lane mile(s),The scope of this planned project is under development in Siskiyou County on Route 5 with primary work on Pavement.  Project will address 10.6 lane miles of pavement.,SIS,41.85629252,-122.5718121,18,1,1,Conceptual,Siskiyou 5 - R58.2 / R61.009,10.63 Lane mile(s)
15794,2,Siskiyou,5,R8.300,,Bridge,Post-Planning,2020/21,3721.0,Yes,216000042.0,1h400,Siskiyou CLTC,PRG,No,Azalea Deck and Rail Rehab,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,1.0,Bridge(s),Ok,Ok,Ok,1.0,Bridge(s),"Near Mt. Shasta, at Azalea Road Overcrossing No. 02-0126.  Rehabilitate bridge.",SIS,41.28357332,-122.29930790000002,18,1,1,In Design,Siskiyou 5 - R8.300 / ,1 Bridge(s)
19947,2,Siskiyou,5,Various,Various,Bridge,Post-Planning,2020/21,39249.0,Yes,218000003.0,3H640,Siskiyou CLTC,PRG,No,I 5 Big and Tall,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,8.0,Bridge(s),Ok,Ok,Ok,8.0,Bridge(s),"In and near Yreka at Louie Road Overcrossing (OC) No. 02-0137 (PM R31.2), Moonlit Oaks Avenue Undercrossing (UC) No. 02-0159R&L (PM R45.6), Miner Street UC No. 02-0158R&L (PM R47.6), and North Yreka Separation No. 02-0150R&L (PM R48.2); also in Redding, Shasta County, at N273-N5 Connector OC No. 06-0137G (PM R18.5). Establish standard vertical clearance and improve to standard truck capacity.
ACCELERATED BRIDGE (PA&ED Only)",SIS,41.60084143,-122.50727579999999,18,1,1,In Design,Siskiyou 5 - Various / Various,8 Bridge(s)
20047,2,Siskiyou,89,0,21,Pavement,Planning,2026/27,27000.0,Yes,,,Siskiyou CLTC,TYP,No,,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,41.888000000000005,Lane mile(s),Ok,Ok,Ok,41.888000000000005,Lane mile(s),"The scope of this planned project is under development in Siskiyou County on Route 89 with primary work on Pavement.  Project will address 41.9 lane miles of pavement, and 3 drainage system(s).",SIS,41.18329671,-121.7180578,18,1,1,Conceptual,Siskiyou 89 - 0 / 21,41.888 Lane mile(s)
19899,2,Siskiyou,89,20,R34.62,Pavement,Planning,2025/26,24500.0,Yes,219000168.0,0J850,Siskiyou CLTC,TYP,No,McCloud CAPM,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,27.141,Lane mile(s),Ok,Ok,Ok,27.141,Lane mile(s),"The scope of this planned project is under development in Siskiyou County on Route 89 with primary work on Pavement.  Project will address 27.1 lane miles of pavement, and 9 drainage system(s).",SIS,41.25569276,-122.0490636,18,1,1,In Planning,Siskiyou 89 - 20 / R34.62,27.141 Lane mile(s)
16685,2,Siskiyou,96,32.2,82.7,Drainage,Post-Planning,2019/20,5557.0,Yes,215000105.0,1H090,Siskiyou CLTC,PPC,No,Ukonom 3 Drainage,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,21.0,Culvert(s) (ea),Ok,Ok,Ok,21.0,Culvert(s) (ea),"Near Happy Camp, from 0.4 mile west of Clear Creek Bridge to 0.1 mile east of Doggett Creek Bridge.  Drainage system restoration.",SIS,41.70438,-123.4481361,18,1,1,In Design,Siskiyou 96 - 32.2 / 82.7,21 Culvert(s) (ea)
17233,2,Siskiyou,96,43.4,57,Bridge,Post-Planning,2023/24,19739.0,Yes,216000025.0,1H590,Siskiyou CLTC,PPC,No,Portuguese and Cade Creek,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,2.0,Bridge(s),Check,Check,Check,402.0,Linear feet rail,"Near Happy Camp, from 0.9 mile west to 0.4 mile west of Gordons Ferry Road at Cade Creek (PM 43.4 to 43.8); also near Seiad Valley at Portuguese Creek (PM 57.0).  Replace deteriorated large-diameter culverts with natural-bottom structures, reduce fish passage barriers, and adjust new approaches.",SIS,41.80944426,-123.35077179999999,18,1,1,In Design,Siskiyou 96 - 43.4 / 57,2 Bridge(s)
19484,2,Siskiyou,96,47.4,R47.8,Major Damage - Permanent Restoration,Planning,2027/28,5600.0, ,,,Siskiyou CLTC,TYP,No,,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,1.0,Location(s),Ok,Ok,Ok,1.0,Location(s),The scope of this planned project is under development in Siskiyou County on Route 96 with primary work on Major Damage - Permanent Restoration.  ,SIS,41.80538483,-123.31956890000001,18,1,1,Conceptual,Siskiyou 96 - 47.4 / R47.8,1 Location(s)
16613,2,Siskiyou,96,52.48,71.23,Bridge,Planning,2025/26,22275.0,Yes,216000125.0,0H730,Siskiyou CLTC,TYP,No,Scott River and Thompson Creek Decks,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,2.0,Bridge(s),Ok,Ok,Ok,2.0,Bridge(s),The scope of this planned project is under development in Siskiyou County on Route 96 with primary work on Bridge.  Project will address 2 bridge(s).,SIS,41.86345973,-123.31056459999999,18,1,1,In Planning,Siskiyou 96 - 52.48 / 71.23,2 Bridge(s)
21192,2,Siskiyou,96,60.76,60.76,Facilities,Planning,2026/27,19300.0, ,,,Siskiyou CLTC,TYP,No,,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,6000.0,Square Feet,Ok,Ok,Ok,6000.0,Square Feet,The scope of this planned project is under development in Siskiyou County on Route 96 with primary work on Facilities.  ,SIS,41.83806173,-123.1880845,18,1,1,Conceptual,Siskiyou 96 - 60.76 / 60.76,6000 Square Feet
21005,2,Siskiyou,96,60.8,93.8,Roadside,Post-Planning,2022/23,8292.0, ,219000001.0,4H660,Siskiyou CLTC,PRG,No,SIS Worker Safety,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,104.0,Location(s),Ok,Ok,Ok,104.0,Location(s),"Near Seiad Valley, from east of Ladd Road to 0.7 mile east of Empire Creek Bridge at various locations.  Improve highway worker safety by paving Maintenance Vehicle Pullouts (MVPs), stabilize slopes to prevent sediment runoff, and install new traction sand trap at the Seiad Valley Maintenance Station.",SIS,41.83766197,-123.18750259999999,18,1,1,In Design,Siskiyou 96 - 60.8 / 93.8,104 Location(s)
16639,2,Siskiyou,96,76.8,78,Bridge,Post-Planning,2023/24,43873.0,Yes,216000040.0,1H360,Siskiyou CLTC,PPC,No,Horse Creek Bridge Replacement,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,1.0,Bridge(s),Ok,Ok,Ok,1.0,Bridge(s),"Near Horse Creek, at Horse Creek Bridge No. 02-0117, from 0.4 mile west of Klamath River Bridge to 2.0 miles west of Kohl Creek.  Replace bridge on new alignment to correct scour critical conditions, improve safety, and reduce operational deficiencies.",SIS,41.82444536,-122.98420449999999,18,1,1,In Design,Siskiyou 96 - 76.8 / 78,1 Bridge(s)
19219,2,Siskiyou,96,R0.0,R16.0,Pavement,Planning,2024/25,16554.0,Yes,218000075.0,4H080,Siskiyou CLTC,TYP,No,Somes Bar CAPM,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,18.794,Lane mile(s),Ok,Ok,Ok,18.794,Lane mile(s),"The scope of this planned project is under development in Siskiyou County on Route 96 with primary work on Pavement.  Project will address 18.8 lane miles of pavement, and 33 drainage system(s).",SIS,41.37713724,-123.48818600000001,18,1,1,In Planning,Siskiyou 96 - R0.0 / R16.0,18.794 Lane mile(s)
22085,2,Siskiyou,97,0.16,54.1,Drainage,Planning,2027/28,17000.0,Yes,,,Siskiyou CLTC,TYP,No,,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,91.0,Culvert(s) (ea),Ok,Ok,Ok,91.0,Culvert(s) (ea),The scope of this planned project is under development in Siskiyou County on Route 97 with primary work on Drainage.  Project will address 91 drainage system(s).,SIS,41.42424913,-122.3878497,18,1,1,Conceptual,Siskiyou 97 - 0.16 / 54.1,91 Culvert(s) (ea)
19925,2,Siskiyou,97,9,25,Pavement,Planning,2028/29,28450.0,Yes,,,Siskiyou CLTC,TYP,No,,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,40.449,Lane mile(s),Ok,Ok,Ok,40.449,Lane mile(s),"The scope of this planned project is under development in Siskiyou County on Route 97 with primary work on Pavement.  Project will address 40.4 lane miles of pavement, 1 TMS element(s), and 6 drainage system(s).",SIS,41.52228186,-122.29440559999999,18,1,1,Conceptual,Siskiyou 97 - 9 / 25,40.449 Lane mile(s)
19921,2,Siskiyou,97,45,54.1,Pavement,Post-Planning,2022/23,14328.0,Yes,218000067.0,4H000,Siskiyou CLTC,PRG,No,Dorris CAPM,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,20.0,Lane mile(s),Ok,Ok,Ok,20.043,Lane mile(s),"In and near Dorris, from south of Sams Neck Road to Oregon State line (PM 45.0/54.089).  Rehabilitate pavement and upgrade facilities to meet Americans with Disabilities Act (ADA) standards, and upgrade guardrail and Transportation Management System (TMS) elements.",SIS,41.89138929,-121.96596979999998,18,1,1,In Design,Siskiyou 97 - 45 / 54.1,20 Lane mile(s)
20049,2,Siskiyou,97,L0.00,9,Pavement,Planning,2027/28,22400.0,Yes,,,Siskiyou CLTC,TYP,No,,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,21.773000000000003,Lane mile(s),Ok,Ok,Ok,21.773000000000003,Lane mile(s),"The scope of this planned project is under development in Siskiyou County on Route 97 with primary work on Pavement.  Project will address 21.8 lane miles of pavement, 2 TMS element(s), and 5 drainage system(s).",SIS,41.41826246,-122.3835365,18,1,1,Conceptual,Siskiyou 97 - L0.00 / 9,21.773 Lane mile(s)
19970,2,Siskiyou,161,4.5,9.1,Pavement,Planning,2024/25,14065.0,Yes,219000135.0,0J550,Siskiyou CLTC,PRG,No,Klamath Lake Rehab 2R,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,4.5,Lane mile(s),Ok,Ok,Ok,4.5,Lane mile(s),The scope of this planned project is under development in Siskiyou County on Route 161 with primary work on Pavement.  Project will address 4.5 lane miles of pavement.,SIS,42.00008589,-121.8052142,18,1,1,In Planning,Siskiyou 161 - 4.5 / 9.1,4.5 Lane mile(s)
21968,2,Siskiyou,263,54.51,56.35,Bridge,Planning,2024/25,4335.0,Yes,220000059.0,1J330,Siskiyou CLTC,TYP,No,SIS 263 Bridge Repairs,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,2.0,Bridge(s),Ok,Ok,Ok,2.0,Bridge(s),The scope of this planned project is under development in Siskiyou County on Route 263 with primary work on Bridge.  Project will address 2 bridge(s).,SIS,41.80188944,-122.598874,18,1,1,In Planning,Siskiyou 263 - 54.51 / 56.35,2 Bridge(s)
19441,2,Tehama,5,33.3,33.3,Roadside,Planning,2026/27,3100.0, ,,4H720,Tehama CTC,TYP,No,,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,1.0,Location(s)   ,Ok,Ok,Ok,1.0,Location(s)   ,The scope of this planned project is under development in Tehama County on Route 5 with primary work on Roadside.  ,TEH,40.25108653,-122.26128119999998,37,4,1,Conceptual,Tehama 5 - 33.3 / 33.3,1 Location(s)   
9205,2,Tehama,5,36.3,41.6,Safety - Collision Reduction,Post-Planning,2020/21,7800.0, ,216000044.0,1h470,Tehama CTC,PRG,No,Tehama CRZ,https://dot.ca.gov/caltrans-near-me/district-2/d2-projects,,District 2 - Redding,"1657 Riverside Drive
Redding, CA 96001","1657 Riverside Drive
Redding, CA 96001",(530) 225-3426, d2pio@dot.ca.gov ,7.0,Collision(s) reduced,Check,Check,Ok,30.0,Collision(s) reduced,"Near Red Bluff, from Nine Mile Hill Overcrossing to 0.1 mile north of Bowman Road Overcrossing.  Improve median clear recovery zone and widen inside shoulder to make standard for enhanced errant vehicle safety.",TEH,40.29199773,-122.27876380000001,37,4,1,In Design,Tehama 5 - 36.3 / 41.6,7 Collision(s) reduced
